id,score
2e7c9770513f4dd3a77747797b5d792d,1
db005a2e3529485f8fdbf749fa9b4880,1
e7c915c44afa4bf6abfd37ba9fc72fbd,2
facadced830f423984d71442839257c7,5
955ce8a20c074f128a604304176cd9d2,5
2e16997016624042a42ac1409ec61669,3
5f5a12a6f6024e73a2db3ec06d131eb8,2
29606ab7c81b4aa29ce205eb8a832759,1
0240ff5856814908bbede3a597a80590,1
f4486d6bbf714d7682a6ad5cd8f6d4f8,0
8f5d04a2c034498ca26b68777ac96aca,0
673c30c9366044ffa7ca30e8fb39688f,3
85ea56d377344ec1aac5312c6e675c69,4
480f9afc086543bbbfbe1918d60cc1df,2
c61d10eb935e446caabda80bd05efdf7,6
c0e657eb96404227ad88addc99ed77bb,0
2668fd69da2e4691a3fd6de44a024ec5,0
fb22f0acfa7f4e1fab89bea4d22fa512,0
f8c42845a78f4d6ab72b27f8e304815e,0
84cdbd098caf4e83944ffc75ee02602d,0
1fb7565343c44408a8bd1e5f1c5c00b4,1
46db067b65fb490b8f2ef8e65680662b,1
3844c1ec58a5418087a338de858a2943,2
49bc0dff79b2438e827bd839f9a22a42,0
a295ac718c9b4cf4a5edd1a3665344ae,2
7b05b786e43a4aa4a791a1b77e3c9bde,2
d4a2c04965d645c5befe0a1ada5232ea,2
20af10c44d0f4a0986b9fdbe7d1eddc2,2
285af3414414458fa8c9a7de1353cfd6,2
893263bdc8974cfb9892d06a88197985,1
4a15926a8b12470ba89fd959b74710d9,3
6b3dbb4ccc204f5280ddc3062f196eaa,1
ba640f562e1b46b1853d1627be6fc757,2
8fe701e756384ef7acc050ab1cb9d1c1,1
452a65bf81774f1b8718788c59769e8d,1
288ce046ef914937b19bb8a1ba7ce5fd,2
ed2e2104e01349429aadb2959af3d925,2
cb0afeee64d34bb9ad98a0201b4e6f08,0
7f3aea0e7e7f416ba2cc7b0ffe8297be,1
47569a471b9748c9a477ed7b9f0912fd,0
eab04c1b05c34042ba967f8a7a3fa1d6,3
a487bcba6fc14675aeaf473be282dabc,2
91a28ebc352f48f284d0ab18e7874431,2
9ba6da4dec704328b750aba9f962a366,2
880b864feae444d6b3465556e4df1095,1
8e5e073a7c3b48a1a3e151e1c1f2fb29,1
27cf07eddfed476789b4411cb65fc77a,5
e025674441d74e0d83f016323d193982,1
f4b052b884df4e058abf457ceb885755,1
75aab40cc6e34391a315f7601d1bc3f2,1
0ee56be1752e4bf0aa82d5efac26de95,0
574bd06c5e344a938795c3bbf92d0014,7
f91bc566da5941579ca3204ddda4610c,3
0e30b40b854344958539b4263e2845a1,2
b170220e73074769895981a9b713e852,1
65df2afe311844f7934276875ad33fdd,1
adb9362433df4d9dbe04c8bc436e8534,7
77f6bce9679f4c33b8c3d9b4753d6e8f,3
e3924e53065d4d289d47b7532c2003ba,2
8d65a1b6359144798683933bec66c503,2
63118ff15bb142caba765d30cd2e71b0,3
90826bc9dd574074a5a56dffcb021d71,0
85b0d83d9a984e5d8c5c100b994ed95b,4
5f69ebc617584cbc942d6bf3bbe501dc,0
3ac551fd27224579944227533762164e,0
aaf3ad4278f44929a10b00e4863538b8,11
c5ea531aa2bf482b93fc07464f6bb19c,5
de579f9e02154d849993382a8d49600f,6
16682f08641547ea9a412bd0f27cf9c8,2
0babee370dc84a359cf3a1da32a3d06c,3
8b952ad0341e4025ab34601c2b9844f6,0
89fa7a16fd9b4389ac4eee7ad4967e3c,2
9e207d8330834fbba85cd19a8333bfa5,2
6ba2deb7dea94d5badf52ab4b1e40ef2,2
2efaf441ccaa4c1cb22ee9bff528d821,1
13ce22e32a25432ba14a3eb500c30ea0,1
523278e61aa34ab9b73d954cfa277dcc,2
ceb45de8e2ff42f095c1e3631d01a6e3,2
12bfd187a4ef44789c796d3be47b0ea4,1
c6fae3201aad45f18d33f3ee1872d4bf,1
801b1aba1b5a4cb99e7f9b37b556da8d,3
7aacdf44776444d6909835346d1fd445,3
cec793502ef04f1e91f7080477756eec,2
5ce68b4ad0bc46f08d23ecf89f6178f6,0
fa4f74804140493a89f06d9b698d6ba5,3
b3998a193701492abde76f009b60585f,1
d2bfd53d08e04c6aa84687662286e013,0
1c2bf3bcaebe46f9b6a8b0233d6ec39b,2
75c6c09d93514b2695d43779c9c4b9bb,1
f4d59ef50d20476bac4e0fe61a13c6c8,2
ee3858af8c064cc4bb214d17af09130a,2
281c2557f0154dde984707e40100b8b4,19
0ae472bb9c914780b8adec241f0a140e,3
6d823a750e294c75b10fafbbbaf19855,3
7f5c81e1de1245ffab561713875d5c8a,0
f1e46ff8602549e8ac4cf24b8651552e,6
a6a037f5adea4821a97a18049a25840c,1
d5e7322dac974913822184a2a7f0ddc5,0
a0ab7598b93e4f7bb13dab64d5708265,12
41d28245a99747e580e3cc6ec1372541,1
d6a5cfaca6b448a090db726df8ae0e77,5
522b29524fde40cca25670ebd27cbf4b,1
230a7934fb9549c0b56376467db2a028,2
a7487ebf378a4899af6864f1192b21fe,0
c426d099145a46f79b4990f3bf2d5ab2,3
a42e5d5014f24220b3bff1f56fe908c3,2
708fbff6fea94415a3f95a3c51403e34,2
1c0cfec81f524d10a5857a2663b1f1e0,0
fae2642b751a4c9692ca204a973c311e,1
00fcf5db59a54f65b32ce6e0181e2e53,3
67aab9b3e6a7428fb35adb0c49940c62,0
7d4afc6adb45481a97a664bcdeb112e1,5
5ad1524b55b644bd8a860bfecdc9e03e,4
bd7908fffbae436a8ae893ec3e15c839,0
0f5615fcffb349d9b07e9a714d0573dc,5
5d77305c49094f1fbd3f1aee3022adb6,4
6a729e853b65475a8a0df374c9d75cc1,3
5130c3f81fb64c3daa0656e74215c28c,2
9088783a8b4441aea1e81a88d4d0f04d,1
b04a411f5bc049418d2a07ae71633a6c,2
7ee11dfcdb3a4bd19431b2385cd9cb68,2
7126ae879a494a98a184c388333c8d44,0
6ff11b8ce3644d8db6c855517623a825,4
d07e0c0059c44921a462bd081aba93b0,3
27f054046b624291ae77843aad01bca0,0
224c98b0ae6c432cbe10af027b8bbc04,1
11eb47a12a7445d49d2cb0ce5d6b6cc2,1
f88ce49eb02c4eb68b57168a45e13041,2
91b11f54327f41d4b5b4d39b94d7a063,2
d7d5f0335afd4501968600bd1b4b51e4,0
89f0403f9eba4002b9f5c4b751458047,3
23aba1f62f58437b90b249f6932bad75,5
a4783d1ec0b54e01849cfadc2bf23a6a,2
e2c8b65b597240dc87ab0e25d61159df,13
92eb9c948a2045909404d2981ee596f3,2
755645a449a849f3834d4ee1cc456f26,4
4481ae47035c44459a8691f2d2e15ae8,0
d035f9f2fd0a46909525da1499e32afb,1
fc970c6213554001a29667a2dde19741,0
9eb88bfe4c7040bcb29a79b02686854f,0
b4208661020b4ad3a524c24d03f0bb74,1
534d187e6f534e469544561781c13320,1
53bccbbd5d424c959884f0d8cd96fa97,1
0098b96914484d6e9b1130ad1acdb0d9,2
eb874ea4150f40b5b07402cf92073bc4,2
d10408ff60404c578b07a1a5bd956d93,1
d09fea71c2534f36b75cfa583dd1cf7b,0
42b281359dad429ca5a72190105a99cd,1
b5efff5101cf4841b06e8bcadf214f9a,0
c158bd8edc634b51b75c135082bd4bb0,1
9f71e17515144976ac266c564d38d747,0
13277979c93a418ba4a8f9b32a21dc8e,2
e13f41f2e1724ced855ffe974d02ccbb,0
e2c7b68fba644849b72280bbd40ca255,5
8877e1bd0db84249865159406cc6e08f,1
1797ec50578b435f9948f33df4d16049,0
3a87648054d24885b2c905c77c8c1430,0
1644dd7d2dfe4a47b3177e51bbd8942d,0
e38d8df2b7da4662b0cfb3244926dddf,2
e7d6760f5f0843d2a4a5af30675a23ef,3
c100c50860d74ddc94c69f18723a5c50,4
b623cd88e429471da5907fafcc1d1a95,1
ada59216010c437d947b983c29d0a3f5,0
06b2d5f80e6d4bf5a4ba26f8f08aab1c,2
7ff9d2be5f0a4de1b3c327d4b53d7af0,1
33556096662d4554bcdd5c11fce975c7,1
67d6b4ece9734d2f820d7796128d9ff4,1
2838f28eae1141bfa0879ed21f5a3869,0
a34749e002c24c3f9a3d684a3637bc7c,0
e130c93b9cf14de9924416b6b6557510,1
eaff498420404f73933c62db9ae93308,1
1f1adb52eeb2455997ab5a21d038d740,1
08a5781ef6b641389b350b019eb755c2,0
f3f1bccf689947f4a0e3ef857ba2a642,0
ed4101bfdf4c4e3cb7f33b739cd0d496,1
f063ef2a954a4b15a2653f82f91e02f2,0
a7a36528ba044d719c95910c48693350,0
44b52cc5cc674069a7a821a1639dfe9f,7
f12094ffa2fa4263b674fe43a81b7f84,6
48761c928c3141c2b2a056850ad9d9a0,4
a30e765d8e804b399879d9f7634045a9,10
a759628e55c0435694d5d02b250b34b6,1
0886c3a822824a4eb404b8f80a04bf2f,8
eaefc24e6bf9402fa96d57fb56067c90,2
b9a8903b379249fa80870348d03574a8,3
8c71d3ef0679449392921fc247547091,0
282f1ee26e46462ea8a285f62feae376,1
4b03c90d36e24ed5a20e10a303867d58,0
0254a680f975456b9856248d4b854652,5
de648e8b351d4db888f4f71bc4c2c380,4
9482e9bcd7a343c49d9bc24b0c3df816,1
3b55378638024c96b4d3cdef8acec143,3
b549a4cd31a141579c291655733358ff,1
716e9eb1cf874b61b95d00b56ca538ee,0
052afd0ba7ff4111ba57ad7ee8ec8b72,4
f40360a302f04624b09c9f68c4a08c05,4
f227847e08024cb2a6b1025f2766a3d7,4
3a87eb6f258f43df9fde57ba2e17c3e7,4
32018968f8fe4eb7aa9d795b719d71a4,3
050f017f6149417c948f843e0fc3f4a9,3
bbf948994ed949479d9525200ae5628e,3
997210f92d484f63aa7be74fdb55913b,1
0b8b70e9bc7147429df7465bd6f64554,0
c9c574403ffe436f9c00024519cb666a,1
b4568b1139ba4865b60f00c25a8755c0,2
594a77ab7fbe4c23aed75717f052859f,5
eed76ca231a141d68c4bf504dd793d1d,3
a176d3478ea64e758eb32d621bf14185,0
b6c56eced490413795d462161cc5dafc,5
88a33046287d46aa80ad57032fcd5008,5
caae49dfde354fd4ac99c2f552f4dd31,2
fb31be82dc3542aba50a36f154750e1b,4
88a8bcb6540f4ade9b434ef88265b096,2
9e7cfb23b4884fcba527a528bd63f8f4,4
dd0b6e0a07cf44b6babd4ba7399d4f2b,3
efc3ba6040da4b22b47f0122f5ed0511,1
257c8cdc737e4d37b6b6f9c735464722,0
940bd77206b34bea9d12fa7e40c2a3f8,4
b7118a82f48a4ab783e3f37b7ecdf631,1
22e08be0bd22446a80c7c5e82f05db92,1
158cf82d43174befa7ba2f40194df2fd,1
324b934ed7204799b320c63273e6f30f,4
3c1dd8f006b94b4abffc7e9cdd3deae7,6
3be7f0ad89c244ffb7639dc8aedf7fae,2
ff5e8b9211ba423c9a4b77a3a50c85bf,4
fc18eb362d13470ab8ee2ef9bde20ff4,0
a5b8be46bd064a2ca78febaea30701a6,2
3fef2754c9004a258823db50a333409b,0
7e9c7c7a1a974b74825bb59669e0635d,0
1cb59b3ebabd42c4885437546d900780,1
f69e97ec4613401ca915207e41141c67,2
1e1b49409ca346b5b9c60e8a04e1a414,2
574e4349144d4783bc3e74d9f52c3523,3
cbef6542f1d84d7aae44f6079904f504,5
a81a6d47865c4c88b61d1198b976714d,1
295616043aeb475eb6188e978df1977e,5
dae15debfe204d3c908d91adac15756f,0
2dd43af33d404779b58b3e8ba85a383a,2
483ed3f53f05429a9c045a42fdd1d60d,5
57ac6adce3ee43bda05796e0939b9e83,1
2d5c794bd510430f868f58ff6a76e25c,0
26e01bf820d84de4952d5fe04aab62e1,1
799f7674c1fd442ca7e6f98a2d9225f5,3
4e4f804b65dc45fbb6e29de5db274d0e,7
64068341cddb4becbcd8935f953bb63f,3
57f816c2b9ee4b93a413daca99e71bc3,1
47e8a5c60a4349d4a0a76d9380a0f69b,0
d49266959e0644df8c0e6a0f8b62eae6,2
4e41239fb9e949a8881faf1851a72233,0
6d2989a575d64b1089b8b90700a37a70,2
37becf313a4a4526a0bb0c3d67d78b75,2
6b90cb72970246b385262a0dbab9d859,1
5b753b0be9af4524bd988ec9b5380a57,1
bf211dd3cd4d480b9ddbadc02b1b38bd,4
076824d804bf42e1b5f67694a667c23f,3
12c3311b8d3f4fb99bff125bd32c247d,2
2e594397dc4845009b0c36c45ff86742,1
2906ca8b6af74d739c32a8944022090c,0
7fcad5f3321342f3b96d3a1dd5c2578c,1
5287709d186f436ead5102d409a66add,0
91bff699b48748dab9af29668e43994e,0
ee67d879401541f88ec5145c1650df74,0
42e86d133d0744f39f128fdb72a084b4,0
bb36f0a575f74eaf94df1f7905d8d05e,0
5f60bf04681248178242208fcc54254e,0
0d95dbf6cae14c9f943cf72a7b39162c,0
fd2d7dc97cef4a909bec996e8e713b77,0
d6abcbe8ac5e462e8a60c21f878ab804,0
1766730fd82c4e8bbb5a1973b7c4f4a1,0
b17016a36c8b4b01a61c1523c6070dd9,2
03881bc594d3474eb7e4ddc1f2ec2cb6,0
efc74699f7ad4e5db31c5622d1f55146,0
64f67e9fe3304b3ab3ed85a16dc1e951,0
6b9bdaaa73c540aa880f83b8f62c4d4f,4
165eec1a177b48fbaa5c5f38b062a6db,1
b39175e7f3aa4ff4a44d9381799c6f05,0
ffd76f9b8b13430eb4fe6788c2b1b0b2,2
7594443d4fc64601aec3d5cc305a617d,1
0e80454c14014ad68ae656ed24d5ab2f,1
2d79e5b22b774ea989375155659df500,2
038b66f9b7e64a9594a9f212cbffc7a0,0
0b7a434694c047eeaeae81cc63f2e0da,4
bde7041c43fa4d8d8ac4c03dffe50ca9,1
965a857edbf045c3a6a4372aa582fed0,0
a312225b04a54563b242f69f898e43c9,1
a51cca04df51492eac1ba12ecdb59ac8,1
2ddb74f2dc274439acb68fc553faca33,1
f6186403f4624eb68f7bb044359e5119,3
de372b0561d64f6984394c235959e87b,1
d1713abc4a6e4dde89deae1f4c278771,0
803f735cef07498c8a5fa6cdccfa56bb,0
b57d331b30764063aee63d05ce9b8b34,1
ba39d1b1eb954cf2b26e3e13725ba6ec,1
81409185f9f742548407ecfadc7fee57,0
282640d574344d0fbb79a1a364348457,1
c5c83e01ea4e48c39455780837f73420,0
cdaed573a9da4eb0ae5103d970c6bf55,0
13fdae116caa4742ab67b7d5f4d0eedc,1
5c2adbd11e4c4b1fa5552ff8bd9729f2,1
b0b5c8afbc1c49bc842b22647423aba8,0
490f211ff2874a24a0ec8664e590accf,2
fb34a552ccc74059ad558430097f848c,0
8452c1f9b4f8447aa9341ab18b91c3cd,1
737b302709204faa8a5bc20224ce193d,1
330c22ba0d8d447e924e89cd847c9562,0
8cc9b16614924e9ea73193f337dceced,1
bc5b3c94f6854a6a9211f30ce1c052f8,3
ed8bf109382a43d282228d8287b05d82,3
8b471248c9a04881b78d6a708dea4219,0
f8cec3c8a0e5495487b60058e07ade9b,1
37ed71742a5844de97146d12da2c8729,1
3096b61f04af405c9bca51767a875412,3
66e201144a8c4b30a72974eb0ced515e,0
b5c59b7481d44b1c994c4621baa682d3,1
6f3af43f79c344c4aa79bcda9b29ff08,0
0a564a49d16045999e861847733d31ec,0
d6b1454507d74b9c8089e6e5e535dce1,0
472482974d40444bb5b32bbfae879369,0
d282bc1a75e04b7688a1b1b654d96a76,0
d0388adf192c4683a1d9a079f88fbd52,1
432e1754810e4334858960f01d90c167,4
0061acd8e36d4e0d839383a54f812fd6,3
743ab32135fb41558d53a66a7bf71ce0,4
6944f8e405124339b02432c135542ff7,2
6d71495225da48a38d03e9453878d977,2
e4af6d3eeee0496f90b28d223ff279d3,4
09720ab2c68b423daa8eb37481f70f85,1
2ad492d50ddf42888f60ac717a54ef96,2
f469e93e7a0441d3b0a37b8e11b96da2,1
e6a775d5e592423189f5f826eac11be1,3
8e00e2ef09cd4bcead1abd558d60602e,3
0af9ae33cc2c4c2f9c57bb415a893eba,1
5beb92ced7f149dcad9826438f71fdaa,1
8344fbda5e1a479ea72bf4e960c794d0,1
ca5f559adacd475a93a8c4bfcdc55a96,2
b5cf031eca134289a5691691c2e8097f,2
6ff86c6d4a2046e7a1de43ea414731a7,3
e807bd44a0fd462ebe3a9a9c533070bc,2
9f8f3b76b3a84c458920e710fe3f854d,1
1efd85f9e6ef44408758ea11236065a5,4
0f91816ead3d49a6b9d66877da2093b9,2
e4e2a86c41d040f097962a98c4900ac2,1
94e411f4f6e14d6b8c5872bcc3aa9565,0
b4b959931bca4c3a93903954197adb05,1
5a4fe0fb45604ad6a28f4fd8149778c7,0
6c361af27bf745cdb176e00e4ae4a17d,1
a18496e6b9bd4939a57dcdee5bcc432b,1
939ddfffb0d74298bf5e5b5689056ab8,1
bbc762ecf3d34278b71a3eaa8391fa56,1
eb00049a353341ddb604e9db07e3cc1d,3
a071915a90ff42f7a06cd861a4ac81be,3
c177b4a7546a4f329fad8adac5604933,0
2b89f4f90cee426286c43f38b420146c,1
97eba893d7084b798575e13e39f774ae,0
b995a35de41647a9a6b93270bdb5eba8,2
4d4fed18596a494480c6aabd7e69889b,1
e9ce17969f3041a2a147df2b1af0cdd1,0
b107e49a0b61474b94ac0bcc91867a41,10
36a9a028010b452fb3ebff5763065866,1
bff528ff5a4843d1ad0f62c6312ec28e,1
2aebc6c124da4c70972264e4ba86c5c8,5
d7ccd7bece7e4e48bdd1c3c23b4053d0,2
eb6961ba876240c1b92f732fdbae913d,4
c64d083e0df74b9d8f1680aec42c45cd,13
5932eb5dc2064f9485b4776e47d96fba,0
d13f8bf727aa44189c92c9a7fa543f5e,2
4fe2743a5cd44b649a0ccdb7a71a3425,2
6900e6887eff4f7d864b006f1b1b3b3a,1
72855a119f074bccb6562c9971afffb9,3
66542a82e5b44fe8b64ce8e9f4eba802,2
3efeaeaad6b94d0da8772677c4864e9c,0
5b3f438f3fe748de9b925323f3a4e2ef,1
98316c4d123846209d5f0eef854b3fc9,0
f9390f8f2e4a40f9876ba0d81604734a,1
5e5ecec00649445089226a651acaa9bb,1
ebb42a9209ef4c269a96986c8343cbbb,0
524c596c012c49779f091023a3070f88,0
71eb87a3a8334356841c69630ac723ab,1
a19278b7023e4ee1b6c7da3cc55c9246,0
3147b169cd4a4f71b9db4bc28ed59573,1
d081943d0aa6427fbee13a3bc31d4207,1
e3d25513cea84d7f98ec4e215e0e0095,1
4cd20c74144b46c2a7ef50e07e3ba09c,0
f714d5f093394e17ada2863ee05282c5,0
1fed43d6237f4a20ae58aadc388a3356,1
c2528f52541e45c98d9d6360f8abdd6e,0
a830ea5c62df4bb5bd9bdec5de5eded2,2
f84151404b07428c893d357c8a8066ed,0
7a61eba8cd2d4ce3985f02b572a6a18f,2
2f93b0539c574844bbfbd80c266ac11d,5
2b0a9b3c1f5c48168696ce1a614582c3,0
b219cf4371e94a808490ce6b7ea1bb72,2
88166471470741b9a5ae01df9e9d5a57,0
6560187121384a9b86c53784b5d50637,1
9a2997e6ddd94c8b9a2bc00044c434d0,0
a9037a6f0bd546ccba8d0b1e7c4a5574,0
376a8719f6474f729d5c64fb7a7f32f3,0
d27157b184a54761ab51f79fab878b0c,1
154a13cbb0ab48fbb225c8b593463577,1
c5942c9fc2864a7695bc8fea7ddc3912,4
3d56d36b5e644d079d0d7ada4bdcddcf,2
9a42082c4b4f4a7fa8f1ca9bebd6822f,4
bf4d40c908474bfc833c0d347ad5152d,3
b33a45898a434e88a7436f0cc4aeabc0,2
a61eead9bc3942908867f5fdb6b82315,1
0b0959c8780c43e987a4646aed0811fa,0
76bd26c29cf34dcbae198d389da08d41,1
9bcacadd16e44f099c9121c2f0d4b4e1,0
fe9af3177dd74938a461bd1853151781,1
27d320b3a8ae4e6c95f872a1e3256ca5,2
2f7c23bdac7740e1ab974c1ba1617ac0,0
451efe83760143d58cafb4c3225fb5d2,0
63b7a06323ee4d578a37cf780debfa58,3
ccd0bc58a6e845cdade8270fb6782e65,1
64e04f13472d4db390dc8b7f47c7dde7,2
de4d7bd05f6f494385dca49068bf807c,2
69e680245e9a430c85b2e2640264d024,1
ac1f842f48394998a3fcc0ad2d7e8c3b,3
631f6341ea584b00a8d3291cf053ed5a,0
2c49df37e7614e0994e0c0baa07e1a74,1
f8e95104b4e648d9ad6e767aa79c88cb,0
6e37901195194e0fa6d7265effd957f6,0
59e1839b95b04fb3a6bfc672ccb1e657,1
ebcd16eabf6749ca80a75a4f617e01f8,0
82ac64c4fc8e493b891e015e6e4a2636,0
12425808ef894574a149c7147bad5efd,1
9006ffcf0f9c41c68e25472c7451f3fc,3
aca361e2268a468ba9ed01e6ff540e2f,1
52492bdda7a240368a17ab42d91204d7,1
5d9ee752f6cd492c8a683ab80cffe31a,1
d40cb65d39624222aad31699a1874c2b,0
