tag_questions_tag_id,tag_questions_question_id
55,cb7fb5ccf1014166b4d8659501c30bb7
55,7fdf62f4eb3248daa5c4ec8073ef2f42
55,29a77e781c1942f0a7c64b80fbd9e988
55,76e1ceff37714fcca876a663d8ca556e
55,57e683f98c544fe18522d8924ac318bb
55,82e1fbc7875a4b0b9bf2e907cab5d3c2
55,22d8bb64b0b342cda98c1cd2da2e8cc5
55,42f3b0267b9248efbb2d81ded6edfac6
55,b516455959d44248b7aba8386254bb46
55,99858e7629e94263a0f0893fe1c7abda
55,9d5ec3a29fa54dd082fa84338f8d8a27
55,265da7a1f89645778e7bf2c15c223841
55,4de0e70690ad4a0b806e364825feb9e3
55,6479eb65b88c47e6a8b926e9ac11a349
55,8c3174b0d30642509ecab21cc74a80d2
55,5e908ebab49d46f3892117c7a5b879c7
55,3431c49ed7944ac69a641df6ebd6d885
55,51a4ab3c2c1243acafb29fdeb2a28587
55,9d9c5cd048f0425aa25b7106671798e0
55,75fed751163a48db8f4259a8ab78972f
55,031d35a010c84557aa888005b48f357e
55,8d4c6c05b38946d883116a1e08bbfcac
55,1099ebede3e64ccd9ee1c42a4dc1c90b
55,ed3dc1d76a7645079ce030cd58775fff
55,fa20036dc5c44c58866eaea99ae7761b
55,106f056dbba146298b1544e277d5becf
55,476f319e72e94fbc94596f65b4553970
55,06b6409f72ef426ebad09be9f938b167
55,cf5d51385b1648e0a74ab951a3d47e27
55,0b8ad551ee57439e94a462ea1ed3d837
55,ddab38ee8801495e9d92d266fae4a324
55,9f12a7bd4e06472f9d8b14e9076e745a
55,661e65d8c44248069081ad3c81e84f47
55,504127f27c3e47979f62c966a1569ce0
55,3ba7452467cf41a390dbedc4cbcec80d
55,7ec69d9705a94a8fb55fb3f64c763a42
55,21a45afeb4db4d18951c981caffec2ba
55,dced507d1a0142e9b9cda2a3789e53d7
55,956f06de499b4a23b7e8419344f91628
55,3b13323b04a7484097df55a8e132267a
55,8f8d90d88a9d4422abf1a6b15252431e
55,23e0f09073e94e248059ef8419dbf2c7
55,82f1eb035e0b4087a2be5a74c0fd85aa
55,d22f9ac7f88b4c919d09c56075b8abd5
55,0d741acf1b794365abc09a4f7ad0ac68
55,c17a628452e14b0083c1dee11a2049c3
55,6743688244ff4638901876b78300249c
55,5d4355df63e44c80a80f9165eb6ee195
55,adb18df760ad4374a11e2a7e3642beef
55,0b59dd1a8a994b9a9b5fc64e5fd88157
55,62d7977597a1425d843707002e1e6081
55,a0a3d79f5bd94fc6a32dc9a20b49ee75
55,10fcba24df174eda9d4413472208bb10
55,7cdba6f746ee416ca0ccdf7caaecb360
55,80c21baaf61d49dd8008e066ce0a4d6f
55,0eb7010859494e8da8f0fecfa740491b
55,7be161d5fd28401689f7ee261f928ee4
55,0448543f5f9a4b4e9eba5e014e8e5608
55,45aadbc098ba45009999837d707fb3bf
55,52ef99a53dd14ae796e722653360b14a
55,222b7ed48a4e4de09d8403bda5a2db00
55,06ef3395a6a542de9bf3499c8ca87f01
55,4fe9c7a9011d465bbd840a12f87bbfbb
55,a7cd76078eeb457486aa8c06754068f6
55,1afc2501d9024f0f83cd7b6c74b225aa
55,69470959225d4830a75d4ac1879a5fbe
55,414db31a9e3b434f81fa690bb30bd4c6
55,12ed4b7752a0499991e704dd119e8051
55,4f3716ab7a41458d9efedbce57a01c18
55,4de5bfd32ceb4cc69a5653ab1b54923a
55,2c2b1236826c48128cc6bfae7ea881b4
55,758361531a53436b8ad8f9658c562b59
55,5213db790a73488bbb316e5dc167a9dd
55,e39b2db85ac8429db3d877e8455c4587
55,c8f0bd64dee747f6a94fd8b679d0495f
55,8d045043456a4e7e92c668227a0b58f1
55,263f8a02daf5447bb88af14a6f7d14ce
55,0b16a017a4234669b6bf98960e0d4a3d
55,57ee4ff360b14bf588a58e864b8edaef
55,6b9f44accb684c939eb705f251a28f58
55,e304f6d63aa24d52bc8552713f8b925a
55,ad51a5213d8d45cfb312e72eb1494fb8
55,9b89d50c3f094c4c962b7e657e14963d
55,e81e9a05dd9f4f8d8f96aa88c4fcfb82
55,0588be479ba449bda9e6da89bcd8eb86
55,14ad3b15123e454bafde17c225f74a26
55,4032dbdb57144ef4b048c9fdab38e39d
55,d9b06cd477a943b9b3821f37d64a1da3
55,c39edd201a224067b4ebe0e8e7379ee3
55,0d0641b42c514922968d7e7cd4dd9974
55,960ef36f41a14eb8a94108b8b4c5b689
55,8a7ccd76eb62494798c4fe6ff4fcb3c1
55,1de7e535f40243bc8dc7865cd29e85aa
55,32d9b287214e475a86804e538e73e5c9
55,436d4298ac494937addc59d1b62d45c5
55,702247ae7ecf433ea37ba8e2ff839db6
55,2b0ed12953724aca92ebfb3c9158de81
55,168103bde6ea4ef2b58464d418eeec4e
55,afdb46e42c794ebc90f27c61b112da2e
55,b53597980a1448b0ac747d820e00185d
55,bc333663758e48b1a681d401e2f052b1
55,6b92ce691c5d412da3bd1253c1ba46d7
55,c87322b02ad441edbd226711c33da120
55,7cdc365c3d0e4c68b9859e22fda26399
55,7378c86f1e2e42cfa58e3b977a306b06
55,cea69699c647488483b294a6ad4952bc
55,4c6d71aaf2724b9f8d439ae086d4f3da
55,f51d877d68584051ada5a343f4aef264
55,a54cf5f0561949e7bf24bd06adbf7d31
55,d149005a542a43ad9f79aabc7282d012
55,1aca47351562418d88c1b04b626688e7
55,fabf05923e3147888885a935359fa317
55,8c69237d2e0849debc799932044de2cf
55,2e9159562ea345cfbe1b407ae1098c2f
55,3e9b474c11654285b3e935e8b9421402
55,a24f297ef6344f129f94b4c32a7fdea5
55,c632e481eaa440199721236f90f2144a
55,9a650774e1ae454988a4f1d2b77370ac
55,7323ef994f6445e69e09a12740ed55c9
55,7f3f20679d154a63b7b3922daf75b0c5
55,7dfef2e977204580aac6aa7ceb2113b9
55,fa359c167163450a84e411b06085ac6a
55,c1cc7764d70e4831b98942dd45a41acf
55,b1623238af4d4150987ec8dc14d81d65
55,8d6e0359ff1a4e84814d1b3fbebc9cfb
55,f4bc485261314599a6b35756e2b27daf
55,f04b493da34c404a9a63f84f66f5629a
55,9d807432c10446039f8813013ace0ce8
55,6064173125d44a0a982acba01c95ff33
55,f56540cbfd2045a8895483aefcda9afe
55,209c718508b04bf0ad3293724740a3c9
55,f4ce222c5fde42728baa806a44251d8d
55,890d3540c9304698b683d62a6b82573b
55,662a34fda1934abaa159dd92d80e3ad4
55,1c3bbdcebf9e402b96941c7c5addb3d4
55,77f2c2dee4f9465e9295611cc392e697
55,1a9937db2d2b4dc19f1e2e44a135c52c
55,408400165b5241cb923eaa08c5d30b44
55,4aaf9d0f35dd4455858dec4827003831
55,8a86f03f05304b56acc512299a513f10
55,764e4996da8b4f9abf52d232ff368cdc
55,246a989e476e462781dcfa21c9c78581
55,6a2cbf957f58433d9fb54f68bfdc76ae
55,f85d48e35cf34f83908a35020aa5fe3f
55,8e06b130ea494a3abd51897727062544
55,b15ddaaae24e498fa55e9481f97b4616
55,c0027974e4e840e8b64473049aa7fd18
55,4db775dd292b48b1b5727d1d4b32a208
55,3a006f5f758c4487a26ca33ede0535ea
55,eb353da4974f4eae9f2fa7a766cf8108
55,479c2305361b4b2d842068fea218a03b
55,b92cc51391394c72bc022241a742313f
55,5808625d669640dc8f935765f8bcf36f
55,ea69fb90b7aa49249973a1b78c537900
55,f5efb3520e5642e2b32569994089c1f7
55,37eedf317a69402ba6087395615b84a1
55,6fc26f0fa013438ab471c28d048e3cb1
55,39b1bd8bcf1745feb818e07123003cc1
55,179afe35a6304b1c97dd7d16f3345abf
55,76cf4348bb23495a8f751cbb2aea5cad
55,63dcea5481a0450592be17f9097f19b0
55,865a21939b364ba2822a83070f25a17b
55,0ea3969c76ed4273813e5f4f16ff732e
55,9cb1237c5b784a9c9948259ddb047fac
55,67e629849c934852b2b210e34c499457
55,b753e3920c42498e8d27afe907bda0ad
55,2efdfe2cb0fb46b788b525fdbd942828
55,30d8917c13294513b49b95a46ce6132f
55,2f37ef56ebf94be39a25140342c6c51e
55,6470e20c24a749bba9e0478673af0a78
55,3b9836f0d6e44d438165cb76cfdbbb11
55,74e07f8618e044339d6afd443c8d4df1
55,4cc7974020e94b62a6c963f2a86f20d1
55,5a3d324cf5644fbbb3e7506588b22330
55,066128e9ce374c49b6e67e2136c70e05
55,73f14b700d5f46adaf96b76c0e7be78d
55,c95006bda0aa414e873e1af2952e4db8
55,4cf271b2daf04b57bc5aef840eb566ce
55,0d9b6ca2fc1942b8bbada5dc5fc7ceda
55,c71b988d2dd64c2a8a83c3b9246f233c
55,a9ae66fed0a04934a855d45c77fe4dd7
55,69fad92581c34592b375119e299d0432
55,15e6faaf306c49ee8ad1d31ad3a104ef
55,e85e683bb3a347cb8e8d1c2d7bb14aac
55,927c334b2cd54c07b794a9f0cb78ebbe
55,46c58492de61488d8973ba6777f63485
55,7cf80a0c8b844bbc9d2a101443d08b25
55,1e15ac45f26146c5a780621e1af9edb7
55,6f504ff00d694cb6be68a11637389633
55,b4ed77bba266452aabfbc0d152414db3
55,78adb638305d4d76bb97ea91446016fc
55,dce5a1e289b74ca0b88fde3103955866
55,baca800046e54511b7a713d1fd46aa40
55,0d03652d0a5749638a472001cdedf9bd
55,95997d25a56f407c995f4f9047202d19
55,c89e6802e29548799cf7ddebd0a61d13
55,1bad19c9277748d9a1e17b5110d18084
55,e3254188fd1e445a9eb697f1bb56fe83
55,d07b182604884dd29e26d6f7a74ce68b
55,21f21359bf124d54a5e17c9c016ed851
55,1c133aa5a7644a48a99eaf6b806b6246
55,c74474071c6544b3b1fa161f855a8207
55,c08b077e53d1415686ffc8147027ba41
55,73f1d7edaa9a4187bb45f3b83234b702
55,74f5775b2bcd491196fc2d699d999d4d
55,5016770ad367451fb3e88a97f0201910
55,ccf959a48dc346628cc2b407ff8d8443
55,087e3f725c93409a88e72bc89e305d4c
55,e2e4fb80995f452bb5474a99622d287b
55,fc7be362b0ef4207bd5751c725542cb9
55,e6ef2aaf7d414115b6eec08687842eab
55,0284380052104b3aba7e485541a36915
55,9130bfe5ec964e1caa53fd120e661666
55,735c3963cbf04c9496af050333310a6b
55,e872376bc33d4b818a340936f117f2da
55,e25b80f040df48ed9645204e0c829a2e
55,247ad44b9b8b464fa98e34996561bd14
55,06caaa03417d4033b771352678c66056
55,dbe9a0a7d2b7498a8b257bd346ceea68
55,4a8a84c1bba0454ab7089eed4e805ca8
55,6072113195814d8784f734c8fe51f693
55,2d34a516c4284404988353539557454d
55,1e52182c22644c658d42feffa1fc487a
55,f8fb672c46624eeda0779ccfcb261175
55,4ac99bf9004244d6b61abb67c41e5b89
55,6ad2fc4d056c40578ff237db321b2bbb
55,6fb2c446b34a4ff0b619a3c5303647c3
55,ab92eaa7b7234aa3a53a40e8331ce99d
55,f28082e302b84149ba78b93f7e2e080d
55,49d6f40d92a44bcbbc325df39dcecc4d
55,711272fcbdc04edeb6b97fad9cd73f44
55,b26a60713b1e4a6f87e1d2f16e6cb23a
55,2cfffe79c3334e8d8e656a6d882ca868
55,0eaa607a6f7548909bc9220410e44175
55,dd974bfec32a441fa5a55e2453802a0f
55,329f0f48dd434c9db81515de04627e6e
55,096449860d04469593875fa7e7bef0f8
55,4dab84ca47a341489fd72e7d10283a48
55,397c1d96323d49baad2f345b6d898af5
55,a502ead65c574996a8dba87a988d6627
55,aa082a7e22fd49259ad1f330810670c5
55,cd29fab0a00546038a0464de9936397e
55,edbbd6e0697940e3a0958f112dc1680f
55,4a0c54f7080246528f5b2fd1fd313f42
55,3f823ef5c369446ea9d1b9799272b82e
55,5c63078ed74b4e28847c20d9fb72edf1
55,a17e82e9ce964561ac06366a93fe792b
55,dd8fb6789598419a8af243b1bddc9bec
55,291031c5e722492ebcd6927c72f30f3c
55,17348247c1e548b3a5a8a6305aa3312d
55,0668158d1319460fa16c6ddc92896423
55,bbdfa05fcb9745e8be56e0e268882acf
55,254e577b45a548ab85cefa05b0e89766
55,f836857360fe4ae6aab20138ab615978
55,5195e64dc0994b71bf15a04e7d37ae34
55,8d4f69894dbd46c1bd85e15d941609cb
55,21247acf3792476bb7091eeb9ac1e9aa
55,5f33cda2727643bfa8db7663d08eb261
55,78ef5cdfdf7c4278ae0cf8c84526eaa3
55,d5264461136042599133f7e578093e9d
55,e0f4375183424d918bb431bce51eb9ef
55,cb0a06ce2afa42e1b7ea58ddc7624d90
55,1ba1265024254ede9378da645f395c80
55,ad0d2d5917c94e1f8328cda2445b9476
55,ca04c079837b4ce29e8e313137d6f239
55,8de2333982704506b3fc36d0a7e02087
55,75360870a28c47e89efffd37290ca622
55,a6a2c61be7bc4c79b9dfed4112a10f5d
55,c4ecc29ff82745e4855d33800e68552d
55,91ce63776d3a4f61b1a20bac8abfd152
55,f91654074ba146ca86a3b6256d9e7609
55,05827c837e5c4cf0be3784af278ac0d2
55,8e80594a0a5c47bfa734adac31e21e23
55,849aa572e6c34738ba5a384b9c3c21e5
55,69a0288e75d84aed99c2bb51b35874ec
55,7bd353721c524a968bfbc52826e3b5e5
55,5a30a2ac605049b187fc0caaf1ce595e
55,0bd35ef4f97d4f53a856c12ecce55ff8
55,e56260712a484051af02963440efa297
55,9cc876985bfb4013a55670cea2639a85
55,61c3586529f441a0afc773ccce158706
55,fbef77e9895e4badb9a3d6cb7baa5c3d
55,c02b6309a593414fa1ca5336c9f02af3
55,8b00891e3f8e46219c42a5df30552ce6
55,8eaf29532a2a4f9faa0ffbcd1bc593ee
55,b326fd99435b48eb8180fff220065e0b
55,848d9739987e4cac90652202bb483c2b
55,893f06aa3700459ba3f1e00b57e3c7b5
55,3663ba733b0740a2960d977a6145417f
55,f1c7d867b33d416db6af5de3a2c3a46b
55,b54881b9712d4d3a9e51d98a2513e17c
55,b12d4f9f0cea40c0b662f48774579cdd
55,f5cd21b18ffe4c908ab1883af2043745
55,3944b1daf9864287b8ab9d49c88eb866
55,b8e438e5e3b64667897af00a769443dd
55,9003eb433a434536960a0211561b7e39
55,43a28b16646a49088a66a55af53bcdd7
55,3881c8c0a1ed48ab840ee7ab57ba5dd2
55,9599d44a959448cfa59c24ecb6923764
55,46dd46ce9f91453e94a37f24bf380e30
55,c04491fa69ca4ce09163a5e070d687af
55,c1ee611ed50449b1a4c79e707599f59a
55,28621ecfcdfa4845a37f5ebc9633c2c4
55,39bbdc3be4c4413ea6799c5789d91a5f
55,233305cd78fa46fc9b0e740cc6801ea7
55,c096d20b0f9f471981ab4d6b38351309
55,3f1df3f69ab54023bb82ba8ac8604951
55,e47e45bd4763406db7039056339b020d
55,939607de80ec4a7996ef2edcc0e7bf94
55,b235bd4a805b4a3c8ca94c564708a2ee
55,4828fd4d71e54f83ae1f3116568bcd57
55,65309ac54d6647db96cd209af36733c3
55,dfdc320b93f547a1b34fdca3defb0e10
55,d17774b6e2e14f93af174912ed717310
55,71daa05777bc49e4b39afa5029a5e172
55,96fbb2457c9a4dc48fbed374e685a251
55,3b509b1397314f62a4c5051f9713dd60
55,1f0361494c2a4ac3bbb84a55280475af
55,515dabb2be1e45dfae270248da17b175
55,553400e631bd4bc992d3256e4d81acb8
55,c89dadae73bd40548eed662e7cf2d45a
55,af2ad348bab8431b8f07bcda8ca120a5
55,5a7a4b6d45b94ffca9b5ab92b3ee8acc
55,05b2079523434d999690f6a8693de5cf
55,162039c201b04729a84915bfcafc8286
55,4f0d232d004f40458645aa4b506de867
55,7496983a8ab64c02a3b8e0dbd3be14b7
55,8c1708e8a023436d82eac3c742356205
55,db48392184764245bc4f8b70c7fda13f
55,6d4c102a548f4f6fa74d65c5c8962236
55,8b24f15f088d479c9767994ec5977d1c
55,5359b04478ba45e3891f0b1a6328763f
55,7202841734dc4d6f861e79274c20a895
55,f719d8203a6d4f879fc4a0e444646591
55,42f1a269d93047439b9a93756e65eb8e
55,fdf5c290b97c41c2b584e521299af972
55,a3afaefddcd14cbf987ad0a764ee4621
55,35c24ef4fd644596b6751088f39fc14e
55,bab2bddb62624b7fb9e66d69d1d79b6a
55,5517223b7d7b4b689ae7610355829ec1
55,713eac211cb34f7785e8a6728b6130b5
55,603adb1b3e124ca4b75fb049fe5cbb90
55,edc930a0aff14231ad600455306ba0af
55,2f8e50d11bdf4708a381f5c92a05332a
55,27ed18522a6341c88db755d90d1f4784
55,879cf2471c1f46b48060f40bac51012a
55,c92901d3177543269aea5e7330040ef0
55,fd77e926e77d41029bcd16dfffa28d25
55,1ab78a6725724cdcb8f70efb375c743c
55,cb77402ea78f43239add0eacc2806ddf
55,cf39201b996a4eed8d42ece3d870dd2f
55,e660bad11ac94878b61c1cd5ae741af9
55,019c4efce52d4b37a02f6e5b8c6c5f87
55,b1c38965624f42b4b6cb8d5f931e6ca4
55,e12e0f9a51ea48baa0fc31f63b020c06
55,5ec969651c144c2989b3e3e4f2d19409
55,2f99fef820c541f7b1193e3ce4749607
55,bfc7b9190c7a4e2792687127a24b24f2
55,ef8473680b37471ea18541221b113199
55,e2b0b2e3c33342b1a497da05e731b8d6
55,fc9c4ea15db24aca8722519eb58fe534
55,72d36ad5352d47be876d6efe9421bfd4
55,3a346a3c21294c1d84f2f4a5a95cc2ad
55,72786adeb698444bbc8211b871282064
55,e01e4f5e5257405c9c48d0055da527ec
55,4e5077ab33d8462b9a0453378a6aeca2
55,150d98b84e0e40bc9a4bf06749c648f6
55,d67f498fcdf543ecb9597e3bd6c758f3
55,6d2e0681192d4cef96d4d1259f5c18f9
55,e1dff1e41beb43bf9f64f43a883d9231
55,6cf7d51228de4fc69d4489f8e727e408
55,02c8089e766a4a81a8857f1d6f503d49
55,45bef75f43ec4a4da6d8ee76a7d99ba6
55,37b4608e80fd4906ada69c722011656d
55,9b26f4550b404492bc2ca2cd7a551fc8
55,26533ba76e9c446fac458fb97f633f4b
55,38f1b4c942a94262b116fe66d1d26e43
55,c0ca083350e941b5b53957fda2799421
55,cab25e96e5ab4cefaf6fb3b44afcbd50
55,0a2667e749a146b583483c95a0eed7fe
55,c44ff29855554165917e09b6b3554f86
55,ca37d9b3983d422a83fa9ade3ed319b8
55,f6efa41fd45f4980a78604752253bdab
55,65fa70874f8e433b8af664ab00ca3bdc
55,368f3813bfec4b84b227a19b53810bab
55,ad6d75db925545e48b7415ebb7329a00
55,60824610a30541eda9e1e7ed6b7b3599
55,d39251da7d504d60bea73e6a54637a4f
55,e0e764fba751437bace66fffd27e9418
55,a10b7b8f4de8413ba373d1f3a49e9572
55,cc1202852e284243a7786b407013a39a
55,b29c60baff6b4881994564f65d5372bf
55,703c5321300f461191ec79b33eefba8d
55,917911f55d204146a6d2dc4a9475a375
55,5101824b39d146aca51bf3427fb51f60
55,9c53c2d7cb6549079543aa318aac0673
55,b9a86f6a97b242508315aa75a2482dc9
55,17e781ea755b4d758f07b2c419bc54de
55,b0e6afdbbb1846f0b2da3e5d9ccea0d4
55,ce2eea082f9b42bc8699df9757524bbe
55,d3f0d8c94efa405e86cf3efa3842c2f8
55,e8d078cb75fd47e5a225f85cfc36647e
55,2a024f74801b4d0fa47f0bed077f8fb0
55,e5e098522b9b4583bda774beca2c4771
55,0b3d92c9a5744321b9000293b15caca6
55,fdaa5acc8e304b79901ad5c3b84be88d
55,4927ed0dac934ec8912f16d81229e4a8
55,bfda858600344f5fb93f759990635a47
55,98852e91da014c79a2e3e5b831d8767f
55,145e7456a0ac4ac6a3bbc64413b90c16
55,5614d85fbbad494db3e1a1c2d1ef4ef9
55,cb21a793b4854088b2af7f584afff7be
55,940d78a9a0784321b61d97256c31468d
55,c0702f3455f949d7a3b1724da138291c
55,7968a721be4346e18e2c255a9a0b4d08
55,916882c6cd8e4b8db483f69fd4bda53b
55,d382caa575344c9da2b038495356aa3d
55,7ec78fa327a345378f39182ce5233f83
55,bd78fbe6e1f3457ea89c55249397b743
55,0d67748b789c4afd92b8000e7b09641d
55,d0b02d0bb5d44640a70bdf5abffe1c98
55,b05228bfef4940bab6eec062b64ecbc8
55,bcbb1fca00f14a1b9fef213ce8807aa4
55,69895aab9e2d43e18e43a2510a43906c
55,ca3f343c9cd2442882fa61c66f6be6d8
55,ddfe958932654f1a83f7c1157a0b3d1a
55,b0b3bdcb6a9b4adab3ab104a519df1c6
55,23283eb79f184c46b946e63be65cb4dd
55,7f5c30d4a5f14a61b269b30f9d4f8da0
55,3b329d790d264a759d57f61c39810ff5
55,547eeaa69d2d494384a6c63ce3da393f
55,f41646fcc9a748f4830ee97646a1dee3
55,947f1c489ca84bab84edcd34b17ee2eb
55,7a872fcaf09044ebafc759254ecf86f9
55,987d2c47fe3f440d9ab19676538090cd
55,0aaa08755b8446b8b97790698b3888ed
55,a4014a1d94524b479957da9f08819015
55,f9ae66add0f44763889d8c05adf04c3f
55,a1e5c6e17fde4899b9559254011c7495
55,86ad7e15536d4fc7a6b47f574a57e853
55,df64a502519d43f0b4c777936fe33477
55,65d624182675444c92d99c81f0de89c7
55,b9290f86a2034f84a5f88de8cb91ae31
55,678d098ad8124473a0f4498d74ac63d4
55,05f788f8524e4f698937babf2ed44639
55,11d34118a0dd415b9296003127d5b870
55,b7c021e2b7334e3399dd25f1bd751b1d
55,045cbf93efa446aaa6f43b84be5bf0e4
55,8b62871a274b47efb49b32cf45008709
55,4a982306362e4d289592d5a6bb4bacdb
55,7d10ba72fe1047e18ad93ef791f11707
55,8a5cb61cee9d400abd0546d9268ab813
55,9ae79abd56e8463c9e57672d88dc8811
55,6bd0385c2ab940dba69a8967a287ec77
55,6da125cf00f44f8aa6d0fb85b3306850
55,33bb06101a364c7aaae467c8b568a37b
55,9064e24d50a7402c9a492d8c03b749fd
55,510a3ac720074f8d889bfb4972ea4fe5
55,055b039c398e4b0fb8d6286eeabd06d1
55,d82724db76e24aa8a5fe529ad24ef1ba
55,1f244a1ef3044886b7172928b2367ee5
55,ce93ee36a21743ca934a67db398d4a99
55,75456263a9ec41288512537d92403020
55,cb1185fec0c7401694c0d47fa8fc416e
55,3fd9910186f74b5ebf4be91676f98087
55,c107b8a10cfb47f9b047b084f59ff47a
55,58afff74ea594886a49d42c02639e598
55,1a8f1458138a4f4e85bf96cfc5ceaa4c
55,3c989d9e8a1b4a8ebb6f76619e0864eb
55,0afd1ed02b544fe1837d42f2e48eabd9
55,5a734ed39b474db1a5ef79fd2d7510f8
55,d8bf424560ce4843a08299e4ae735554
55,4de6dce200a14cc58542bedaa0af2547
55,5aa17ad27f71496199cefc653ce95c89
55,7d7910112d574246bfbf30bc01aa084f
55,c955c426186d4475ada67f1c4b0b0ff1
55,3b969da94cb540709c8565ba5990de4d
55,97b6588b1be04e7a9943dba17b31cced
55,6ac7927090904ec09f9dead758aa40f7
55,d5a8934ef829478aaf90c90cde146f08
55,9d522f759f1741129e5b622a6faa0bcf
55,894cedb5bc2746f3a66f54471f3a46e0
55,0761c874f0b54d08a929900f1e40664a
55,25b2395c103a4ba1b261d6c6e02c7ae5
55,d2a7306d51df47f98f20ea9579c245a6
55,e4269d0afb054edea18b4f63940aa69a
55,0fdeb51453044c87aa8c622293adb197
55,e2bdaf6068354c4a8b8de981ee45eba5
55,4643fb2222514bb79881dab984055c6a
55,4ddbe8ea9efb43c2ba4db7c3b1f4c489
55,cb748a206894457d976027727d9ba774
55,4d8c5ab60c8f4de7ad44a9c9496dd40b
129,e511ef74906946d79a4a1a23e7a98247
129,46a4fffb2b1c4972ab8031a18064aba4
129,10ddb731591149948e82e7e41b479916
129,0d3916f02e8a43e3a1e16c27ebe73f70
129,dbd75aaed81d4aa2aaa5c8445e79e365
129,a4f1df61dcc8468693b641bd691b6123
129,0f78d6fbe3f047a3909ff02507e95d93
129,6b85e51b304a469a8d6bc2bcfa9c81f2
129,ffca3b38a2d6420d89f2891ab2d7cd14
129,a25c4cee64974799ba0c150e6afce95f
129,e8ca40b2335043bab23834cfb5a7ff2f
129,a7ca233bf96344f797b30563a6005cc6
129,96f984f635fb49fe976d14faebd7e6a7
129,09e298782d11429c98aae71a9ca1b622
129,3df85465e0024681a19b10c8c7dfee62
129,8118012aef3746f39f8b4cfb9c157bc2
129,05dc949fd40e4ba0a850a37a49a37516
129,6456efddd0f2488bba6a6821171c4dc3
129,b169678e516d4a53b07d5b24ae91e619
129,7717911d1d4946aabcc34b9d1ff3cf62
129,0c544dda50594ce5ac619c1e023b2897
129,ea2686e3971f498d84a52f303aaab657
129,b48769d7a34f4d42b9c8cb132995b52d
129,f4a19ee9e8244d8f993e81f7b400b136
129,f4dcf729b8bf43f8b667b0a9d8f21adb
129,7988a0f201df48c380a6731dbccf92b0
129,5e91e58f2b824575815075e0bd3e12b3
129,bb0ea836bee24532ab22f4f5f1cb40e3
129,e64ad09da8254245b04db48c076a9109
129,bc37b91f00034187b2bab50980f6f1ab
129,3cb08791abfd46ef945cf90b7007a843
129,b210ff7be01d43139bee21ffc2bbfe7b
129,f8d76d3b0e9342d1906611a9f93a8e99
129,f5b98d522e1640589a9c2bc4bf00a9f8
